,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,observed,expectation
167,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),3,4,No,0.0,0.26578498293515357
168,Male,1,Yes,No,3,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,1,3,Yes,1.0,0.26578498293515357
169,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,0,1,No,0.0,0.26578498293515357
170,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),3,3,No,0.0,0.26578498293515357
171,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,4,0,Yes,1.0,0.26578498293515357
172,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,3,2,No,0.0,0.26578498293515357
173,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),4,4,Yes,1.0,0.26578498293515357
174,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0,1,No,0.0,0.26578498293515357
175,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,0,1,No,0.0,0.26578498293515357
176,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,2,2,Yes,1.0,0.26578498293515357
177,Female,1,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),2,1,Yes,1.0,0.26578498293515357
178,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),4,2,No,0.0,0.26578498293515357
179,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),0,2,No,0.0,0.26578498293515357
180,Female,0,No,No,0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1,0,Yes,1.0,0.26578498293515357
181,Female,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,0,No,0.0,0.26578498293515357
182,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),3,1,Yes,1.0,0.26578498293515357
183,Male,0,Yes,Yes,2,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),2,3,No,0.0,0.26578498293515357
184,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,3,2,Yes,1.0,0.26578498293515357
185,Female,0,Yes,No,0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,0,Yes,1.0,0.26578498293515357
186,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,1,2,No,0.0,0.26578498293515357
187,Male,0,No,No,0,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,1,0,No,0.0,0.26578498293515357
188,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,0,0,No,0.0,0.26578498293515357
189,Female,0,Yes,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),1,3,No,0.0,0.26578498293515357
190,Male,0,Yes,Yes,3,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),2,3,No,0.0,0.26578498293515357
191,Male,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,3,1,Yes,1.0,0.26578498293515357
192,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,2,No,0.0,0.26578498293515357
193,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),4,4,No,0.0,0.26578498293515357
194,Male,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,2,No,0.0,0.26578498293515357
195,Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,4,2,No,0.0,0.26578498293515357
196,Male,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0,1,No,0.0,0.26578498293515357
197,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,4,4,No,0.0,0.26578498293515357
198,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),4,4,No,0.0,0.26578498293515357
199,Male,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0,No,0.0,0.26578498293515357
200,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),4,3,No,0.0,0.26578498293515357
201,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),3,2,No,0.0,0.26578498293515357
202,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,4,4,No,0.0,0.26578498293515357
203,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),2,2,No,0.0,0.26578498293515357
204,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),2,3,No,0.0,0.26578498293515357
205,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),3,3,No,0.0,0.26578498293515357
206,Male,0,Yes,Yes,4,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),1,3,No,0.0,0.26578498293515357
207,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,3,0,Yes,1.0,0.26578498293515357
208,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,4,2,Yes,1.0,0.26578498293515357
209,Male,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),4,4,No,0.0,0.26578498293515357
210,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1,0,Yes,1.0,0.26578498293515357
211,Female,0,No,No,0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,0,No,0.0,0.26578498293515357
212,Male,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,2,No,0.0,0.26578498293515357
213,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,0,1,No,0.0,0.26578498293515357
214,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,3,2,No,0.0,0.26578498293515357
215,Female,0,Yes,No,3,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1,3,No,0.0,0.26578498293515357
216,Male,0,Yes,Yes,4,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),1,3,No,0.0,0.26578498293515357
217,Male,0,Yes,No,4,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),1,3,No,0.0,0.26578498293515357
218,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),3,4,No,0.0,0.26578498293515357
219,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),3,1,No,0.0,0.26578498293515357
220,Female,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,1,Yes,1.0,0.26578498293515357
221,Female,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,2,No,0.0,0.26578498293515357
222,Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,0,0,No,0.0,0.26578498293515357
223,Male,0,Yes,No,0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,1,0,Yes,1.0,0.26578498293515357
224,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),0,0,No,0.0,0.26578498293515357
225,Male,0,No,No,2,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,1,2,No,0.0,0.26578498293515357
226,Female,0,Yes,Yes,2,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,3,3,No,0.0,0.26578498293515357
227,Female,0,Yes,No,0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,1,0,Yes,1.0,0.26578498293515357
228,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),3,3,No,0.0,0.26578498293515357
229,Female,0,Yes,Yes,3,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),3,3,No,0.0,0.26578498293515357
230,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),4,4,No,0.0,0.26578498293515357
231,Male,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),3,4,No,0.0,0.26578498293515357
232,Male,0,No,No,0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,3,0,Yes,1.0,0.26578498293515357
233,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,2,No,0.0,0.26578498293515357
234,Female,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,1,1,No,0.0,0.26578498293515357
235,Male,0,No,No,0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,1,0,Yes,1.0,0.26578498293515357
236,Female,0,No,No,1,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,1,1,No,0.0,0.26578498293515357
237,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,2,No,0.0,0.26578498293515357
238,Female,1,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,2,Yes,1.0,0.26578498293515357
239,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,1,No,0.0,0.26578498293515357
240,Female,0,No,No,4,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),3,4,No,0.0,0.26578498293515357
241,Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),4,4,No,0.0,0.26578498293515357
242,Female,0,Yes,Yes,3,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),2,3,No,0.0,0.26578498293515357
243,Female,1,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,4,4,No,0.0,0.26578498293515357
244,Female,1,No,No,1,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,1,1,No,0.0,0.26578498293515357
245,Male,1,No,No,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,2,1,No,0.0,0.26578498293515357
246,Male,0,No,No,3,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,2,3,No,0.0,0.26578498293515357
247,Male,1,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,2,2,Yes,1.0,0.26578498293515357
248,Male,0,No,No,0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,0,Yes,1.0,0.26578498293515357
249,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,4,3,No,0.0,0.26578498293515357
250,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,3,4,No,0.0,0.26578498293515357
251,Female,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,2,0,Yes,1.0,0.26578498293515357
252,Male,1,Yes,No,0,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,1,0,Yes,1.0,0.26578498293515357
253,Male,0,No,Yes,2,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),3,3,No,0.0,0.26578498293515357
254,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0,0,No,0.0,0.26578498293515357
255,Female,0,Yes,Yes,4,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,2,3,No,0.0,0.26578498293515357
256,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),4,4,No,0.0,0.26578498293515357
257,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),4,4,No,0.0,0.26578498293515357
258,Female,0,Yes,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1,0,Yes,1.0,0.26578498293515357
259,Female,1,Yes,No,2,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,1,2,No,0.0,0.26578498293515357
260,Male,1,No,No,0,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,1,0,Yes,1.0,0.26578498293515357
261,Male,1,No,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,2,Yes,1.0,0.26578498293515357
262,Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,3,4,No,0.0,0.26578498293515357
263,Female,0,No,No,2,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),1,2,No,0.0,0.26578498293515357
264,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,4,4,No,0.0,0.26578498293515357
265,Female,0,Yes,Yes,4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,3,4,No,0.0,0.26578498293515357
266,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,2,No,0.0,0.26578498293515357
267,Female,1,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,4,2,No,0.0,0.26578498293515357
268,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,2,Yes,1.0,0.26578498293515357
269,Female,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0,2,No,0.0,0.26578498293515357
270,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,4,2,Yes,1.0,0.26578498293515357
271,Male,0,Yes,No,3,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,2,3,No,0.0,0.26578498293515357
272,Male,0,No,No,0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0,0,Yes,1.0,0.26578498293515357
273,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,4,3,No,0.0,0.26578498293515357
274,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,2,0,Yes,1.0,0.26578498293515357
275,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,3,1,Yes,1.0,0.26578498293515357
276,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,4,Yes,1.0,0.26578498293515357
277,Male,1,Yes,No,2,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),2,2,No,0.0,0.26578498293515357
278,Male,0,No,No,1,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1,1,No,0.0,0.26578498293515357
279,Female,0,No,No,0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1,0,No,0.0,0.26578498293515357
280,Female,0,No,No,0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,1,1,No,0.0,0.26578498293515357
281,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,1,1,No,0.0,0.26578498293515357
282,Female,0,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,0,No,0.0,0.26578498293515357
283,Female,0,No,No,4,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,1,3,No,0.0,0.26578498293515357
284,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,4,2,Yes,1.0,0.26578498293515357
285,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),2,2,No,0.0,0.26578498293515357
286,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,1,No,0.0,0.26578498293515357
287,Male,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,2,0,Yes,1.0,0.26578498293515357
288,Male,1,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,2,1,Yes,1.0,0.26578498293515357
289,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1,1,Yes,1.0,0.26578498293515357
290,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,2,Yes,1.0,0.26578498293515357
291,Male,0,No,No,2,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,2,2,No,0.0,0.26578498293515357
292,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,3,2,No,0.0,0.26578498293515357
293,Female,1,No,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3,1,No,0.0,0.26578498293515357
294,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0,No,0.0,0.26578498293515357
295,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0,No,0.0,0.26578498293515357
296,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,2,4,No,0.0,0.26578498293515357
297,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,3,No,0.0,0.26578498293515357
298,Male,0,Yes,Yes,2,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,2,3,No,0.0,0.26578498293515357
299,Female,0,No,Yes,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,2,0,Yes,1.0,0.26578498293515357
300,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),2,2,No,0.0,0.26578498293515357
301,Female,1,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,1,Yes,1.0,0.26578498293515357
302,Male,0,No,No,0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,3,1,No,0.0,0.26578498293515357
303,Female,0,Yes,Yes,4,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),2,3,No,0.0,0.26578498293515357
304,Male,0,No,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,3,3,No,0.0,0.26578498293515357
305,Male,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,2,No,0.0,0.26578498293515357
306,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,3,Yes,1.0,0.26578498293515357
307,Male,0,Yes,Yes,2,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,2,3,No,0.0,0.26578498293515357
308,Male,1,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,4,3,No,0.0,0.26578498293515357
309,Male,0,No,Yes,3,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),2,3,No,0.0,0.26578498293515357
310,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),0,0,No,0.0,0.26578498293515357
311,Female,0,No,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,3,2,No,0.0,0.26578498293515357
312,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),4,4,No,0.0,0.26578498293515357
